time,amp,sigma
10.920139,2.448048,0.076665
10.954583,2.528015,0.045958
10.971759,2.566893,0.061
10.9875,2.630633,0.110667
11.092176,2.502376,0.065712
11.109398,2.493404,0.075308
11.12662,2.511037,0.058562
11.143843,2.529834,0.075604
11.178287,2.410646,0.080584
11.195417,2.512701,0.080738
11.212639,2.420707,0.064938
11.229861,2.364806,0.058147
11.247083,2.382878,0.059288
11.264306,2.28542,0.088006
11.281528,2.248425,0.070427
11.298704,2.286031,0.074701
11.333102,2.303252,0.058845
11.384769,2.217904,0.055207
11.401944,2.293163,0.064917
11.41912,2.302822,0.059863
11.436343,2.208222,0.06222
11.453565,2.168871,0.066054
11.470787,2.240627,0.047405
11.488009,2.258658,0.04503
11.522361,2.117297,0.058285
11.539583,2.178434,0.049791
11.556806,2.199739,0.063294
11.574028,2.226257,0.05424
11.59125,2.177692,0.061543
11.608472,2.170939,0.047651
11.625602,2.193364,0.050801
11.642824,2.205911,0.06063
11.660046,2.169124,0.057586
11.677269,2.131005,0.049296
11.694491,2.201856,0.100791
11.711713,2.168839,0.058864
11.728843,2.177756,0.060198
11.746065,2.169197,0.033416
11.763287,2.17837,0.06254
11.780509,2.22821,0.053477
11.797731,2.259459,0.057789
11.8135,2.279948,0.05763
11.852176,2.295693,0.043746
11.869398,2.268748,0.045226
11.88662,2.322311,0.0357
11.903843,2.342935,0.074342
11.921065,2.385735,0.042716
11.938241,2.326904,0.056546
11.955417,2.336995,0.050366
11.972639,2.340989,0.051917
11.989861,2.383451,0.042468
12.018565,2.385337,0.053175
12.035787,2.413647,0.042045
12.052917,2.335843,0.055279
12.070139,2.336804,0.055034
12.087361,2.353135,0.035995
12.104583,2.35225,0.04679
12.118958,2.386264,0.050727
12.187731,2.25403,0.057825
12.204954,2.355563,0.066171
12.222176,2.332603,0.061709
12.239398,2.326796,0.049679
12.256574,2.365706,0.053252
12.27375,2.291165,0.071142
12.290972,2.400096,0.045989
12.308194,2.339583,0.0354
12.325417,2.253106,0.062906
12.342639,2.376269,0.057227
12.359861,2.325262,0.055057
12.376991,2.379597,0.034037
12.392778,2.333393,0.05742
12.417176,2.387861,0.056314
12.434398,2.315092,0.071415
12.45162,2.310072,0.054908
12.468796,2.372992,0.0367
12.485972,2.381874,0.0409
12.503194,2.340239,0.041674
12.520417,2.350591,0.042843
12.537639,2.381354,0.048864
12.554861,2.415548,0.052365
12.572083,2.356494,0.039023
12.589259,2.379621,0.045033
12.606435,2.397103,0.054086
12.787176,2.47806,0.039268
12.804306,2.462737,0.049006
12.821528,2.499642,0.038222
12.83875,2.505882,0.035025
12.855972,2.514797,0.039154
12.873194,2.494218,0.034134
12.890417,2.530839,0.038625
12.907593,2.564431,0.048186
12.924769,2.602989,0.042926
12.950602,2.649847,0.036594
12.967824,2.687888,0.050453
12.985046,2.6885,0.050601
13.002269,2.748928,0.035318
13.019398,2.767607,0.035556
13.03662,2.743427,0.032485
13.053843,2.797331,0.033704
13.071065,2.786395,0.045574
13.088287,2.7883,0.041787
13.105509,2.793663,0.049764
13.122685,2.833344,0.055786
13.139861,2.898094,0.055576
13.286157,2.912118,0.025714
13.30338,2.896752,0.039754
13.320602,2.921695,0.044153
13.337778,2.909598,0.050469
13.354954,2.91545,0.04107
13.372176,2.920808,0.036406
13.389398,2.911817,0.052545
13.40662,2.950305,0.037934
13.423843,2.931713,0.036621
13.441019,2.95014,0.040068
13.458194,2.936404,0.044256
13.475417,2.925248,0.027249
13.492639,2.903235,0.030393
13.509861,2.857443,0.028633
13.525667,2.889802,0.05248
