time,amp,sigma
11.236528,2.566391,0.073643
11.25375,2.657033,0.079969
11.270972,2.636883,0.043476
11.322639,2.716221,0.046748
11.356991,2.54758,0.048257
11.374213,2.643418,0.033763
11.391435,2.640326,0.046109
11.408657,2.579503,0.050517
11.443056,2.585673,0.027652
11.503287,2.561963,0.047026
11.520509,2.569666,0.030417
11.537731,2.561162,0.044972
11.589306,2.537791,0.036558
11.606528,2.573938,0.0509
11.62375,2.53649,0.042332
11.640972,2.501497,0.045609
11.704028,2.564181,0.04983
11.72125,2.570565,0.028401
11.738472,2.599596,0.032091
11.755694,2.596823,0.039233
11.77287,2.574775,0.032495
11.790046,2.554331,0.043173
11.807269,2.558428,0.04343
11.841713,2.511976,0.031876
11.858935,2.522774,0.032229
11.876111,2.510597,0.032304
11.893287,2.458282,0.030358
11.910509,2.521598,0.030842
11.927731,2.540043,0.029733
11.944954,2.526621,0.030744
11.979352,2.538623,0.030556
11.990833,2.560998,0.048245
12.01375,2.530655,0.023749
12.030972,2.555831,0.029361
12.048194,2.548797,0.043044
12.065417,2.60345,0.024638
12.116991,2.679906,0.025315
12.134213,2.659759,0.032556
12.151435,2.662649,0.033162
12.162917,2.658212,0.025294
12.303426,2.718381,0.029477
12.320602,2.724313,0.028437
12.337824,2.689008,0.030704
12.355046,2.715466,0.026664
12.372269,2.690295,0.025898
12.389491,2.673336,0.027539
12.406713,2.720688,0.02158
12.423843,2.705429,0.031052
12.441065,2.745736,0.025568
12.458287,2.705206,0.026605
12.474056,2.699884,0.026895
12.501343,2.708802,0.029642
12.518519,2.783662,0.020946
12.535694,2.787731,0.016557
12.552917,2.686226,0.041008
12.570139,2.713686,0.018493
12.587361,2.762432,0.032168
12.604583,2.712526,0.016224
12.621806,2.741876,0.031248
12.638935,2.668766,0.033248
12.656157,2.697101,0.029212
12.67338,2.731171,0.031779
12.690602,2.70611,0.032489
12.707824,2.71384,0.025683
12.725046,2.736174,0.023008
12.740722,2.698084,0.037506
12.768009,2.673099,0.02046
12.785231,2.681796,0.027026
12.802454,2.674513,0.035757
12.819676,2.654901,0.026317
12.836852,2.657232,0.027959
12.854028,2.670177,0.022688
12.87125,2.645472,0.02863
12.888472,2.635926,0.028883
12.905694,2.58925,0.040115
12.922917,2.631209,0.028603
13.06912,2.621939,0.024043
13.086343,2.665421,0.026064
13.103565,2.608757,0.021608
13.120787,2.627304,0.024133
13.138009,2.59145,0.026717
13.155231,2.611611,0.019809
13.172361,2.586813,0.02637
13.189583,2.616945,0.020901
13.206806,2.604221,0.017858
13.224028,2.574307,0.022441
13.24125,2.586475,0.015894
13.269907,2.556048,0.027391
13.287083,2.541689,0.021343
13.304306,2.575256,0.032244
13.321528,2.502082,0.03298
13.33875,2.500406,0.02577
13.355972,2.526305,0.018906
13.373194,2.543795,0.027971
13.390324,2.556352,0.013759
13.407546,2.544311,0.034285
13.423333,2.525796,0.033845
13.568194,2.557007,0.025339
13.585417,2.541955,0.037075
13.602546,2.517877,0.042574
13.619769,2.583042,0.034665
13.636991,2.577466,0.025231
13.654213,2.556603,0.022029
13.671435,2.566134,0.018858
13.688657,2.52811,0.029592
13.705787,2.542476,0.024724
13.723009,2.461048,0.051935
13.740231,2.481214,0.035179
13.768935,2.548248,0.017147
13.786157,2.517512,0.032687
13.80338,2.459912,0.022643
13.820509,2.498806,0.02522
13.837731,2.519818,0.026937
13.854954,2.480926,0.032348
13.872176,2.526311,0.032275
13.889398,2.50026,0.029267
13.90662,2.488383,0.030619
13.92375,2.525607,0.019034
13.940972,2.513619,0.044234
13.958194,2.535628,0.027316
13.975417,2.558877,0.039074
14.008444,2.508438,0.048486
14.035602,2.457056,0.033378
14.070046,2.495976,0.033012
14.087269,2.516142,0.037056
14.104491,2.540372,0.03828
14.121713,2.595129,0.030323
14.138843,2.550402,0.031594
14.156065,2.497826,0.03414
14.173287,2.572605,0.025759
14.190509,2.58379,0.032651
14.219213,2.553876,0.044616
14.236389,2.562768,0.045479
14.253565,2.591735,0.030752
14.270787,2.580402,0.035853
14.288009,2.563751,0.034613
14.305231,2.538713,0.045236
14.322454,2.551945,0.026096
14.33963,2.553976,0.030395
14.356806,2.582803,0.041241
14.374028,2.550714,0.0365
14.402731,2.571468,0.042162
14.419954,2.528523,0.037586
14.437176,2.380341,0.041994
14.454352,2.485831,0.030179
14.471528,2.534257,0.041454
14.48875,2.557686,0.037432
14.540417,2.495041,0.026755
