time,amp,sigma
11.300556,2.134026,0.139558
11.318657,2.290502,0.169182
11.353056,2.239312,0.122003
11.387454,2.216066,0.120557
11.404676,2.336426,0.10284
11.417593,2.2961,0.129382
11.559583,2.460511,0.104632
11.576713,2.535033,0.094321
11.593935,2.440912,0.08674
11.611157,2.424378,0.119234
11.645602,2.16604,0.074625
11.662824,2.088249,0.078355
11.714398,2.227682,0.083379
11.73162,2.228775,0.071662
11.748889,2.220748,0.090529
11.783194,2.27994,0.049933
11.800417,2.266767,0.047323
11.817639,2.222895,0.048844
11.852083,2.266018,0.055069
11.869306,2.368627,0.061563
11.886481,2.415398,0.051056
11.903657,2.333125,0.052621
11.92088,2.387015,0.044798
11.938102,2.394027,0.053485
11.955324,2.420346,0.034642
11.972546,2.529681,0.050407
11.989769,2.445814,0.040654
12.006898,2.577997,0.050733
12.02412,2.521547,0.05744
12.041343,2.500398,0.032906
12.058565,2.533807,0.051836
12.075787,2.543608,0.033391
12.093009,2.512731,0.04005
12.12162,2.500512,0.046766
12.156065,2.497897,0.05056
12.173287,2.357207,0.053552
12.19338,2.219657,0.108078
12.210556,2.418061,0.068016
12.227731,2.552168,0.046371
12.244954,2.565784,0.033507
12.262176,2.58636,0.043264
12.279398,2.547189,0.042439
12.29662,2.513791,0.038509
12.313796,2.501078,0.040832
12.460046,2.653276,0.06324
12.477269,2.587113,0.062022
12.494491,2.651581,0.063461
12.511713,2.636302,0.058151
12.528889,2.561216,0.070076
12.546065,2.687739,0.063923
12.563287,2.674236,0.064055
12.580509,2.695598,0.057312
12.597731,2.604448,0.064039
12.614954,2.720688,0.047558
12.632176,2.62978,0.052597
12.649306,2.168742,0.06125
12.666528,2.547369,0.059107
12.68375,2.550696,0.045777
12.700972,2.486395,0.071994
12.752593,2.649376,0.047367
12.769769,2.403395,0.079874
12.804213,2.695202,0.035591
12.821435,2.66502,0.061519
12.838657,2.700459,0.04709
12.855833,2.719022,0.045167
12.873009,2.629572,0.076094
12.885926,2.673875,0.107618
13.030787,2.661364,0.041355
13.048009,2.681041,0.058071
13.065185,2.617703,0.041469
13.082361,2.609911,0.026775
13.099583,2.637214,0.041565
13.116806,2.614935,0.048173
13.134028,2.611629,0.044476
13.15125,2.651812,0.044446
13.168472,2.64353,0.034222
13.185602,2.662521,0.024728
13.202824,2.633918,0.022176
13.220046,2.642609,0.03811
13.237269,2.621472,0.037009
13.254491,2.618743,0.038779
13.271713,2.536051,0.03315
13.288889,2.620941,0.025422
13.306065,2.549902,0.043318
13.323287,2.615063,0.038572
13.339056,2.596954,0.056293
13.475324,2.510142,0.049855
13.492546,2.569196,0.051647
13.509676,2.602838,0.061959
13.526898,2.664616,0.043124
13.54412,2.638203,0.052615
13.561343,2.521077,0.044868
13.578565,2.587458,0.036044
13.595787,2.602701,0.048967
13.612917,2.606907,0.062085
13.630139,2.656531,0.028117
13.647361,2.6721,0.044694
13.664583,2.503357,0.040606
13.681806,2.500087,0.027739
13.699028,2.550753,0.051791
13.716204,2.587457,0.041146
13.73338,2.521354,0.021777
13.750602,2.530655,0.03082
13.785046,2.553893,0.032097
13.802269,2.586984,0.041707
13.819444,2.579341,0.033762
13.83662,2.548697,0.029059
13.849537,2.414489,0.033943
13.991528,2.554716,0.035348
14.00875,2.553432,0.040252
14.043148,2.524605,0.035263
14.060324,2.52327,0.047391
14.077546,2.448048,0.040581
14.094769,2.351938,0.0729
14.111991,2.443889,0.066191
14.129213,2.575551,0.033354
14.146389,2.517314,0.07922
14.163565,2.544164,0.055171
14.20662,2.558833,0.031073
14.223843,2.575232,0.041921
14.241065,2.410236,0.038226
14.309861,2.407241,0.053254
14.327083,2.564237,0.043761
14.344306,2.527587,0.053842
14.361481,2.514728,0.046066
14.378657,2.587959,0.06978
14.39588,2.622452,0.048948
14.413102,2.584865,0.033007
14.625324,2.447856,0.036292
14.642546,2.343264,0.05965
14.728565,2.287623,0.057236
14.745787,2.056897,0.084139
14.763009,2.175707,0.049036
14.797361,2.411185,0.05141
14.814583,2.257905,0.058274
14.849028,2.323343,0.057922
14.883472,2.332991,0.074052
14.897778,2.314948,0.054281
15.11,2.405841,0.034366
15.16162,2.42226,0.046718
15.178843,2.256733,0.049157
15.196065,2.26413,0.044762
15.213287,2.328414,0.059401
15.230417,2.428805,0.034908
15.247639,2.438517,0.051539
15.264861,2.34005,0.060868
15.282083,2.410881,0.02967
15.299306,2.368612,0.071284
15.316528,2.423561,0.063445
15.333704,2.462972,0.040664
15.35088,2.42371,0.026402
15.363796,2.486959,0.070298
15.508657,2.423478,0.033918
15.52588,2.468364,0.040982
15.543056,2.352506,0.046967
15.560231,2.407304,0.024308
15.577454,2.467786,0.026602
15.594676,2.444106,0.036615
15.611898,2.502215,0.023968
15.62912,2.305278,0.056855
15.646296,2.434525,0.030506
15.663472,2.437494,0.029513
15.680694,2.452509,0.032731
15.697917,2.427418,0.036676
15.713722,2.335612,0.050368
